Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin Date	Beg File Samp (samples)	Begin Path	Begin Clock Time	Occupancy	Nest ID	Individual ID	Call type	Sex
11	Spectrogram 1	1	512.047216666	512.161329109	4769.2	13849.1	2020/1/12	22581282	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:09:06.047		NNK34	UK	Zip	
12	Spectrogram 1	1	521.420738715	521.513115454	5778.1	13757.4	2020/1/12	22994655	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:09:15.421		NNK34	UK	Zip	
13	Spectrogram 1	1	762.637233644	762.756780012	6053.2	14491.1	2020/1/12	33632302	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:13:16.637		NNK34	UK	Zip	
14	Spectrogram 1	1	796.756853710	796.832928672	5503.0	13849.1	2020/1/12	35136977	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:13:50.757		NNK34	UK	Zip	
15	Spectrogram 1	1	826.820410585	826.967126582	5044.4	14674.5	2020/1/12	36462780	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:14:20.820		NNK34	UK	Zip	
16	Spectrogram 1	1	895.638726202	895.741970793	4402.4	14674.5	2020/1/12	39497668	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:15:29.639		NNK34	UK	Zip	
17	Spectrogram 1	1	984.723230553	984.826475144	6053.2	14216.0	2020/1/12	43426294	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:16:58.723		NNK34	UK	Zip	
18	Spectrogram 1	1	1142.959594524	1143.105604424	6540.3	15066.1	2020/1/12	50404518	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:19:36.960		NNK34	UK	Zip	
19	Spectrogram 1	1	1188.366384428	1188.520079060	5846.9	14794.4	2020/1/12	52406958	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:20:22.366		NNK34	UK	Zip	
20	Spectrogram 1	1	1280.941552076	1281.141355098	3720.7	14794.4	2020/1/12	56489522	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:21:54.942		NNK34	UK	Zip	
21	Spectrogram 1	1	1333.489066557	1333.658130652	4292.1	14365.4	2020/1/12	58806868	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:22:47.489		NNK34	UK	Zip	
22	Spectrogram 1	1	1338.384418449	1338.449738668	4467.3	13839.8	2020/1/12	59022753	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:22:52.384		NNK34	UK	Zip	
23	Spectrogram 1	1	1414.560148742	1414.663892619	6394.4	14803.4	2020/1/12	62382103	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:24:08.560		NNK34	UK	Zip	
24	Spectrogram 1	1	1655.011178075	1655.076498294	5518.4	13489.5	2020/1/12	72985993	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:28:09.011		NNK34	UK	Zip	
25	Spectrogram 1	1	1729.251946917	1729.778351033	3328.6	11912.8	2020/1/12	76260011	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:29:23.252		NNK34	PB0023	Zip	
26	Spectrogram 1	1	1832.274648631	1832.421364629	7182.7	12963.9	2020/1/12	80803312	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:31:06.275		NNK34	PB0024	Zip	
27	Spectrogram 1	1	2085.285231370	2085.377608109	6394.4	13139.1	2020/1/12	91961079	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:35:19.285		NNK34	UK	Zip	
28	Spectrogram 1	1	2134.273069446	2134.767556697	3941.7	11474.8	2020/1/12	94121442	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:36:08.273		NNK34	PB0023	Zip	
29	Spectrogram 1	1	2157.057939611	2157.155750276	5606.0	15066.1	2020/1/12	95126255	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:36:31.058		NNK34	UK	Zip	
30	Spectrogram 1	1	2276.325447972	2276.417824711	5343.2	14190.2	2020/1/12	100385952	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:38:30.325		NNK34	UK	Zip	
31	Spectrogram 1	1	2315.704768006	2315.783536505	6832.3	14715.8	2020/1/12	102122580	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:39:09.705		NNK34	PB0024	Zip	
32	Spectrogram 1	1	2384.954470854	2385.031318170	4905.3	14803.4	2020/1/12	105176492	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:40:18.954		NNK34	UK	Zip	
33	Spectrogram 1	1	2426.898543559	2426.975390875	4905.3	13839.8	2020/1/12	107026226	/Volumes/2019BSMI/2019 BSMI/2019 BAR recordings/NNK Kamahi nests/NNK34/NNK34_20200112_STUDY [-39.1108 176.8199]/NNK34_20200112_070034_Rec [-39.1108 176.8199].wav	7:41:00.899		NNK34	UK	Zip	
