"filename","base_filename","site","start","end","samples","sr","duration","interval","true_length","true_sr"
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191111_STUDY [-39.1188 176.8152]/NNBB11_20191111_105339_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191111_105339_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-11 10:53:39,2019-11-11 12:52:52,315447318,44100,7153.00040816327,2019-11-11 10:53:39 NZDT--2019-11-11 12:52:52 NZDT,7197,43830.3901625677
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191111_STUDY [-39.1188 176.8152]/NNBB11_20191111_125340_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191111_125340_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-11 12:53:40,2019-11-11 14:52:53,315447318,44100,7153.00040816327,2019-11-11 12:53:40 NZDT--2019-11-11 14:52:53 NZDT,7197,43830.3901625677
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191111_STUDY [-39.1188 176.8152]/NNBB11_20191111_145339_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191111_145339_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-11 14:53:39,2019-11-11 16:52:52,315490326,44100,7153.9756462585,2019-11-11 14:53:39 NZDT--2019-11-11 16:52:52 NZDT,7198,43830.275909975
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191111_STUDY [-39.1188 176.8152]/NNBB11_20191111_165339_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191111_165339_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-11 16:53:39,2019-11-11 18:52:52,315490326,44100,7153.9756462585,2019-11-11 16:53:39 NZDT--2019-11-11 18:52:52 NZDT,7197,43836.3659858274
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191111_STUDY [-39.1188 176.8152]/NNBB11_20191111_185338_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191111_185338_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-11 18:53:38,2019-11-11 20:52:52,315535382,44100,7154.99732426304,2019-11-11 18:53:38 NZDT--2019-11-11 20:52:52 NZDT,7198,43836.5354265074
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191111_STUDY [-39.1188 176.8152]/NNBB11_20191111_205338_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191111_205338_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-11 20:53:38,2019-11-11 22:52:52,315535382,44100,7154.99732426304,2019-11-11 20:53:38 NZDT--2019-11-11 22:52:52 NZDT,7198,43836.5354265074
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191111_STUDY [-39.1188 176.8152]/NNBB11_20191111_225339_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191111_225339_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-11 22:53:39,2019-11-12 00:52:52,315490326,44100,7153.9756462585,2019-11-11 22:53:39 NZDT--2019-11-12 00:52:52 NZDT,7197,43836.3659858274
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191112_STUDY [-39.1188 176.8152]/NNBB11_20191112_045200_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191112_045200_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-12 04:52:00,2019-11-12 06:51:52,317210646,44100,7192.98517006803,2019-11-12 04:52:00 NZDT--2019-11-12 06:51:52 NZDT,7239,43819.6775797762
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191112_STUDY [-39.1188 176.8152]/NNBB11_20191112_065241_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191112_065241_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-12 06:52:41,2019-11-12 08:51:52,315402262,44100,7151.97873015873,2019-11-12 06:52:41 NZDT--2019-11-12 08:51:52 NZDT,7196,43830.219844358
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191112_STUDY [-39.1188 176.8152]/NNBB11_20191112_085239_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191112_085239_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-12 08:52:39,2019-11-12 10:51:52,315490326,44100,7153.9756462585,2019-11-12 08:52:39 NZDT--2019-11-12 10:51:52 NZDT,7199,43824.1875260453
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191112_STUDY [-39.1188 176.8152]/NNBB11_20191112_105240_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191112_105240_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-12 10:52:40,2019-11-12 12:51:53,315447318,44100,7153.00040816327,2019-11-12 10:52:40 NZDT--2019-11-12 12:51:53 NZDT,7198,43824.3009169214
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191112_STUDY [-39.1188 176.8152]/NNBB11_20191112_125241_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191112_125241_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-12 12:52:41,2019-11-12 14:51:52,315402262,44100,7151.97873015873,2019-11-12 12:52:41 NZDT--2019-11-12 14:51:52 NZDT,7195,43836.3116052814
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191112_STUDY [-39.1188 176.8152]/NNBB11_20191112_145239_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191112_145239_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-12 14:52:39,2019-11-12 16:51:52,315490326,44100,7153.9756462585,2019-11-12 14:52:39 NZDT--2019-11-12 16:51:52 NZDT,7196,43842.457754308
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191112_STUDY [-39.1188 176.8152]/NNBB11_20191112_165237_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191112_165237_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-12 16:52:37,2019-11-12 18:51:50,315490326,44100,7153.9756462585,2019-11-12 16:52:37 NZDT--2019-11-12 18:51:50 NZDT,7199,43824.1875260453
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191112_STUDY [-39.1188 176.8152]/NNBB11_20191112_185240_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191112_185240_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-12 18:52:40,2019-11-12 20:51:53,315447318,44100,7153.00040816327,2019-11-12 18:52:40 NZDT--2019-11-12 20:51:53 NZDT,7197,43830.3901625677
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191112_STUDY [-39.1188 176.8152]/NNBB11_20191112_205239_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191112_205239_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-12 20:52:39,2019-11-12 22:51:52,315447318,44100,7153.00040816327,2019-11-12 20:52:39 NZDT--2019-11-12 22:51:52 NZDT,7198,43824.3009169214
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191112_STUDY [-39.1188 176.8152]/NNBB11_20191112_225241_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191112_225241_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-12 22:52:41,2019-11-13 00:51:52,315402262,44100,7151.97873015873,2019-11-12 22:52:41 NZDT--2019-11-13 00:51:52 NZDT,7197,43824.1297762957
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191113_STUDY [-39.1188 176.8152]/NNBB11_20191113_045100_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191113_045100_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-13 04:51:00,2019-11-13 06:50:54,317298710,44100,7194.9820861678,2019-11-13 04:51:00 NZDT--2019-11-13 06:50:54 NZDT,7239,43831.8427959663
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191113_STUDY [-39.1188 176.8152]/NNBB11_20191113_065139_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191113_065139_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-13 06:51:39,2019-11-13 08:50:49,315357206,44100,7150.95705215419,2019-11-13 06:51:39 NZDT--2019-11-13 08:50:49 NZDT,7197,43817.8693900236
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191113_STUDY [-39.1188 176.8152]/NNBB11_20191113_085141_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191113_085141_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-13 08:51:41,2019-11-13 10:50:50,315314198,44100,7149.98181405896,2019-11-13 08:51:41 NZDT--2019-11-13 10:50:50 NZDT,7193,43836.2571944946
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191113_STUDY [-39.1188 176.8152]/NNBB11_20191113_105138_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191113_105138_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-13 10:51:38,2019-11-13 12:50:51,315490326,44100,7153.9756462585,2019-11-13 10:51:38 NZDT--2019-11-13 12:50:51 NZDT,7199,43824.1875260453
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191113_STUDY [-39.1188 176.8152]/NNBB11_20191113_125140_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191113_125140_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-13 12:51:40,2019-11-13 14:50:51,315402262,44100,7151.97873015873,2019-11-13 12:51:40 NZDT--2019-11-13 14:50:51 NZDT,7197,43824.1297762957
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191113_STUDY [-39.1188 176.8152]/NNBB11_20191113_145140_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191113_145140_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-13 14:51:40,2019-11-13 16:50:53,315447318,44100,7153.00040816327,2019-11-13 14:51:40 NZDT--2019-11-13 16:50:53 NZDT,7198,43824.3009169214
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191113_STUDY [-39.1188 176.8152]/NNBB11_20191113_165140_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191113_165140_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-13 16:51:40,2019-11-13 18:50:53,315447318,44100,7153.00040816327,2019-11-13 16:51:40 NZDT--2019-11-13 18:50:53 NZDT,7200,43812.1275
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191113_STUDY [-39.1188 176.8152]/NNBB11_20191113_185142_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191113_185142_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-13 18:51:42,2019-11-13 20:50:52,315357206,44100,7150.95705215419,2019-11-13 18:51:42 NZDT--2019-11-13 20:50:52 NZDT,7194,43836.1420628301
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191113_STUDY [-39.1188 176.8152]/NNBB11_20191113_205138_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191113_205138_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-13 20:51:38,2019-11-13 22:50:52,315535382,44100,7154.99732426304,2019-11-13 20:51:38 NZDT--2019-11-13 22:50:52 NZDT,7198,43836.5354265074
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191113_STUDY [-39.1188 176.8152]/NNBB11_20191113_225138_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191113_225138_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-13 22:51:38,2019-11-14 00:50:49,315402262,44100,7151.97873015873,2019-11-13 22:51:38 NZDT--2019-11-14 00:50:49 NZDT,7195,43836.3116052814
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191114_STUDY [-39.1188 176.8152]/NNBB11_20191114_045100_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191114_045100_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-14 04:51:00,2019-11-14 06:50:52,317210646,44100,7192.98517006803,2019-11-14 04:51:00 NZDT--2019-11-14 06:50:52 NZDT,7239,43819.6775797762
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191114_STUDY [-39.1188 176.8152]/NNBB11_20191114_065142_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191114_065142_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-14 06:51:42,2019-11-14 08:50:52,315357206,44100,7150.95705215419,2019-11-14 06:51:42 NZDT--2019-11-14 08:50:52 NZDT,7193,43842.236340887
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191114_STUDY [-39.1188 176.8152]/NNBB11_20191114_085137_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191114_085137_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-14 08:51:37,2019-11-14 10:50:52,315578390,44100,7155.97256235828,2019-11-14 08:51:37 NZDT--2019-11-14 10:50:52 NZDT,7199,43836.4203361578
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191114_STUDY [-39.1188 176.8152]/NNBB11_20191114_105139_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191114_105139_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-14 10:51:39,2019-11-14 12:50:52,315490326,44100,7153.9756462585,2019-11-14 10:51:39 NZDT--2019-11-14 12:50:52 NZDT,7198,43830.275909975
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191114_STUDY [-39.1188 176.8152]/NNBB11_20191114_125139_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191114_125139_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-14 12:51:39,2019-11-14 14:50:49,315357206,44100,7150.95705215419,2019-11-14 12:51:39 NZDT--2019-11-14 14:50:49 NZDT,7194,43836.1420628301
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191114_STUDY [-39.1188 176.8152]/NNBB11_20191114_145138_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191114_145138_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-14 14:51:38,2019-11-14 16:50:52,315535382,44100,7154.99732426304,2019-11-14 14:51:38 NZDT--2019-11-14 16:50:52 NZDT,7199,43830.4461730796
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191114_STUDY [-39.1188 176.8152]/NNBB11_20191114_165140_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191114_165140_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-14 16:51:40,2019-11-14 18:50:53,315447318,44100,7153.00040816327,2019-11-14 16:51:40 NZDT--2019-11-14 18:50:53 NZDT,7196,43836.4811006115
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191114_STUDY [-39.1188 176.8152]/NNBB11_20191114_185139_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191114_185139_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-14 18:51:39,2019-11-14 20:50:52,315490326,44100,7153.9756462585,2019-11-14 18:51:39 NZDT--2019-11-14 20:50:52 NZDT,7197,43836.3659858274
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191114_STUDY [-39.1188 176.8152]/NNBB11_20191114_205138_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191114_205138_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-14 20:51:38,2019-11-14 22:50:51,315490326,44100,7153.9756462585,2019-11-14 20:51:38 NZDT--2019-11-14 22:50:51 NZDT,7196,43842.457754308
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191114_STUDY [-39.1188 176.8152]/NNBB11_20191114_225137_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191114_225137_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-14 22:51:37,2019-11-15 00:50:50,315447318,44100,7153.00040816327,2019-11-14 22:51:37 NZDT--2019-11-15 00:50:50 NZDT,7198,43824.3009169214
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191115_045000_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191115_045000_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-15 04:50:00,2019-11-15 06:49:54,317298710,44100,7194.9820861678,2019-11-15 04:50:00 NZDT--2019-11-15 06:49:54 NZDT,7240,43825.7886740332
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191115_065040_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191115_065040_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-15 06:50:40,2019-11-15 08:49:53,315447318,44100,7153.00040816327,2019-11-15 06:50:40 NZDT--2019-11-15 08:49:53 NZDT,7199,43818.2133629671
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191115_085041_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191115_085041_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-15 08:50:41,2019-11-15 10:49:51,315357206,44100,7150.95705215419,2019-11-15 08:50:41 NZDT--2019-11-15 10:49:51 NZDT,7195,43830.0494788047
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191115_105039_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191115_105039_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-15 10:50:39,2019-11-15 12:49:52,315490326,44100,7153.9756462585,2019-11-15 10:50:39 NZDT--2019-11-15 12:49:52 NZDT,7196,43842.457754308
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191110_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191115_STUDY [-39.1188 176.8152]/NNBB11_20191115_155138_SunriseToSunset [-39.1188 176.8152].wav","NNBB11_20191115_155138_SunriseToSunset [-39.1188 176.8152].wav","NNBB11",2019-11-15 15:51:38,2019-11-15 15:56:43,13494294,44100,305.99306122449,2019-11-15 15:51:38 NZDT--2019-11-15 15:56:43 NZDT,309,43670.854368932
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191115_STUDY [-39.1172 176.8147]/NNBB11_20191115_155939_SunriseToSunset [-39.1172 176.8147].wav","NNBB11_20191115_155939_SunriseToSunset [-39.1172 176.8147].wav","NNBB11",2019-11-15 15:59:39,2019-11-15 16:49:52,132917270,44100,3013.99705215419,2019-11-15 15:59:39 NZDT--2019-11-15 16:49:52 NZDT,3030,43867.0858085809
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191115_STUDY [-39.1172 176.8147]/NNBB11_20191115_165012_SunriseToSunset [-39.1172 176.8147].wav","NNBB11_20191115_165012_SunriseToSunset [-39.1172 176.8147].wav","NNBB11",2019-11-15 16:50:12,2019-11-15 18:49:51,316637206,44100,7179.98199546485,2019-11-15 16:50:12 NZDT--2019-11-15 18:49:51 NZDT,7227,43813.0906323509
"data/2019 BAR recordings/NNBB Bellbird nests/NNBB11/NNBB11_20191115_STUDY [-39.1172 176.8147]/NNBB11_20191115_185042_SunriseToSunset [-39.1172 176.8147].wav","NNBB11_20191115_185042_SunriseToSunset [-39.1172 176.8147].wav","NNBB11",2019-11-15 18:50:42,2019-11-15 20:49:50,315269142,44100,7148.96013605442,2019-11-15 18:50:42 NZDT--2019-11-15 20:49:50 NZDT,7194,43823.9007506255
